timestamp,robot_x_m,robot_y_m,robot_heading_deg,region_id,grid_row,grid_column,path_segment,patrol_loop,risk_score,risk_level,state_confidence,uncertainty_score,uncertainty_level,dominant_risk,action_permission,safety_action,safety_policy,robot_action_mode,action_priority,motion_command,perception_command,actuator_command,operator_notification,execution_guard,command_status,uncertainty_case
2026-08-03 10:00,31.0,30.3,270,R02C02,2,2,row_2,1,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-03 11:00,11.5,30.7,270,R02C01,2,1,row_2,1,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-03 12:00,11.3,51.0,90,R03C01,3,1,row_3,1,45.0,中,0.03,47.0,中,heat,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C01@(11.3,51.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-03 13:00,30.5,51.0,90,R03C02,3,2,row_3,1,45.0,中,0.07,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C02@(30.5,51.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-03 14:00,49.5,50.8,90,R03C03,3,3,row_3,1,45.0,中,0.14,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C03@(49.5,50.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-03 15:00,68.7,50.3,90,R03C04,3,4,row_3,1,45.0,中,0.25,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C04@(68.7,50.3); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C04 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-03 16:00,88.5,49.9,90,R03C05,3,5,row_3,1,59.7,中,0.69,0.0,低,drought,hold,monitor_more_context,风险或不确定性处于中间状态 → 继续观察并收集更多上下文,monitor_context,normal,continue_patrol; revisit_region:R03C05,collect_next_context_window,none,R03C05 风险或不确定性处于中间状态，继续观察,no_direct_field_actuation,monitoring,normal
2026-08-03 17:00,109.1,49.4,90,R03C06,3,6,row_3,1,76.2,中高,0.92,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C06,verify_soil_moisture_next_pass,send_irrigation_alert,R03C06 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-03 18:00,110.1,69.1,270,R04C06,4,6,row_4,1,71.7,中高,0.85,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C06@(110.1,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-03 19:00,91.0,69.0,270,R04C05,4,5,row_4,1,69.7,中高,0.82,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C05@(91.0,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-03 20:00,71.5,69.2,270,R04C04,4,4,row_4,1,70.5,中高,0.84,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C04@(71.5,69.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-03 21:00,51.3,69.5,270,R04C03,4,3,row_4,1,66.4,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C03@(51.3,69.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-03 22:00,30.5,70.0,270,R04C02,4,2,row_4,1,65.4,中高,0.77,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C02@(30.5,70.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-03 23:00,9.4,70.5,270,R04C01,4,1,row_4,1,66.5,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C01@(9.4,70.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 00:00,8.7,10.8,90,R01C01,1,1,row_1,2,66.3,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C01@(8.7,10.8); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 01:00,28.5,11.0,90,R01C02,1,2,row_1,2,66.4,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C02@(28.5,11.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 02:00,49.1,10.9,90,R01C03,1,3,row_1,2,66.4,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C03@(49.1,10.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 03:00,70.1,10.6,90,R01C04,1,4,row_1,2,66.2,中高,0.78,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C04@(70.1,10.6); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 04:00,91.0,10.1,90,R01C05,1,5,row_1,2,67.2,中高,0.79,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C05@(91.0,10.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 05:00,111.5,9.6,90,R01C06,1,6,row_1,2,67.8,中高,0.80,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C06@(111.5,9.6); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 06:00,111.3,29.2,270,R02C06,2,6,row_2,2,67.7,中高,0.80,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R02C06@(111.3,29.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R02C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 07:00,90.4,29.0,270,R02C05,2,5,row_2,2,67.4,中高,0.79,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R02C05@(90.4,29.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R02C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-04 08:00,69.4,29.0,270,R02C04,2,4,row_2,2,78.9,中高,0.95,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C04,verify_soil_moisture_next_pass,send_irrigation_alert,R02C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 09:00,48.7,29.3,270,R02C03,2,3,row_2,2,80.5,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C03,verify_soil_moisture_next_pass,send_irrigation_alert,R02C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 10:00,28.5,29.7,270,R02C02,2,2,row_2,2,80.7,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C02,verify_soil_moisture_next_pass,send_irrigation_alert,R02C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 11:00,9.1,30.2,270,R02C01,2,1,row_2,2,80.7,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R02C01,verify_soil_moisture_next_pass,send_irrigation_alert,R02C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 12:00,10.1,50.7,90,R03C01,3,1,row_3,2,80.9,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C01,verify_soil_moisture_next_pass,send_irrigation_alert,R03C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 13:00,31.0,50.9,90,R03C02,3,2,row_3,2,80.8,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 14:00,51.5,51.0,90,R03C03,3,3,row_3,2,80.7,高,0.97,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 15:00,71.2,50.8,90,R03C04,3,4,row_3,2,80.6,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 16:00,90.4,50.4,90,R03C05,3,5,row_3,2,79.7,中高,0.97,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C05,verify_soil_moisture_next_pass,send_irrigation_alert,R03C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-04 17:00,109.4,49.9,90,R03C06,3,6,row_3,2,45.0,中,0.39,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C06@(109.4,49.9); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C06 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-04 18:00,108.6,69.5,270,R04C06,4,6,row_4,2,10.0,很低,0.97,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-04 19:00,88.5,69.1,270,R04C05,4,5,row_4,2,8.4,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-04 20:00,69.1,69.0,270,R04C04,4,4,row_4,2,9.0,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-04 21:00,50.1,69.1,270,R04C03,4,3,row_4,2,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-04 22:00,31.1,69.5,270,R04C02,4,2,row_4,2,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-04 23:00,11.5,69.9,270,R04C01,4,1,row_4,2,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R04C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 00:00,11.2,10.4,90,R01C01,1,1,row_1,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C01 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 01:00,30.4,10.8,90,R01C02,1,2,row_1,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C02 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 02:00,49.4,11.0,90,R01C03,1,3,row_1,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 03:00,68.6,10.9,90,R01C04,1,4,row_1,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 04:00,88.6,10.6,90,R01C05,1,5,row_1,3,8.8,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 05:00,109.2,10.2,90,R01C06,1,6,row_1,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 06:00,110.2,29.7,270,R02C06,2,6,row_2,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 07:00,91.1,29.3,270,R02C05,2,5,row_2,3,8.2,很低,1.00,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 08:00,71.5,29.0,270,R02C04,2,4,row_2,3,8.5,很低,0.99,0.0,低,healthy,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready,normal
2026-08-05 09:00,51.2,29.0,270,R02C03,2,3,row_2,3,45.0,中,0.08,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C03@(51.2,29.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-05 10:00,30.4,29.3,270,R02C02,2,2,row_2,3,45.0,中,0.16,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C02@(30.4,29.3); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-05 11:00,9.3,29.7,270,R02C01,2,1,row_2,3,45.0,中,0.20,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R02C01@(9.3,29.7); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-05 12:00,8.6,50.2,90,R03C01,3,1,row_3,3,45.0,中,0.25,47.0,中,drought,hold,resample_before_action,中风险 + 高不确定性 → 重新采样后再决策,resample_sensors,medium,"hold_position:R03C01@(8.6,50.2); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling,normal
2026-08-05 13:00,28.6,50.6,90,R03C02,3,2,row_3,3,64.0,中高,0.70,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 14:00,49.2,50.9,90,R03C03,3,3,row_3,3,76.6,中高,0.91,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 15:00,70.2,51.0,90,R03C04,3,4,row_3,3,79.5,中高,0.94,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 16:00,91.1,50.8,90,R03C05,3,5,row_3,3,80.6,高,0.97,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C05,verify_soil_moisture_next_pass,send_irrigation_alert,R03C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 17:00,111.5,50.5,90,R03C06,3,6,row_3,3,80.7,高,0.98,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R03C06,verify_soil_moisture_next_pass,send_irrigation_alert,R03C06 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 18:00,111.2,70.0,270,R04C06,4,6,row_4,3,75.9,中高,0.91,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C06@(111.2,70.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-05 19:00,90.3,69.5,270,R04C05,4,5,row_4,3,79.4,中高,0.95,0.0,低,drought,execute,execute_recommended_action,高风险 + 低不确定性 → 允许执行建议动作,irrigation_alert,high,continue_patrol_after_marking:R04C05,verify_soil_moisture_next_pass,send_irrigation_alert,R04C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready,normal
2026-08-05 20:00,69.3,69.2,270,R04C04,4,4,row_4,3,75.7,中高,0.91,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C04@(69.3,69.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-05 21:00,48.6,69.0,270,R04C03,4,3,row_4,3,72.5,中高,0.86,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C03@(48.6,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-05 22:00,28.6,69.1,270,R04C02,4,2,row_4,3,70.2,中高,0.83,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C02@(28.6,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-05 23:00,9.2,69.4,270,R04C01,4,1,row_4,3,68.6,中高,0.81,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R04C01@(9.2,69.4); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
2026-08-06 00:00,10.2,9.9,90,R01C01,1,1,row_1,4,61.4,中高,0.70,35.0,中,drought,hold,recheck_before_action,高风险 + 高不确定性 → 先复查，不直接执行动作,recheck_region,high,"navigate_to:R01C01@(10.2,9.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck,normal
