timestamp,target_region,target_x_m,target_y_m,risk_level,dominant_risk,uncertainty_level,action_permission,safety_action,robot_action_mode,action_priority,motion_command,perception_command,actuator_command,operator_notification,execution_guard,command_status
2026-08-05 01:00,R01C02,30.4,10.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C02 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 02:00,R01C03,49.4,11.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 03:00,R01C04,68.6,10.9,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 04:00,R01C05,88.6,10.6,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 05:00,R01C06,109.2,10.2,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 06:00,R02C06,110.2,29.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 07:00,R02C05,91.1,29.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 08:00,R02C04,71.5,29.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-05 09:00,R02C03,51.2,29.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C03@(51.2,29.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-05 10:00,R02C02,30.4,29.3,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C02@(30.4,29.3); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-05 11:00,R02C01,9.3,29.7,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C01@(9.3,29.7); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-05 12:00,R03C01,8.6,50.2,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R03C01@(8.6,50.2); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R03C01 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-05 13:00,R03C02,28.6,50.6,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 14:00,R03C03,49.2,50.9,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 15:00,R03C04,70.2,51.0,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 16:00,R03C05,91.1,50.8,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C05,verify_soil_moisture_next_pass,send_irrigation_alert,R03C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 17:00,R03C06,111.5,50.5,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C06,verify_soil_moisture_next_pass,send_irrigation_alert,R03C06 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 18:00,R04C06,111.2,70.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C06@(111.2,70.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-05 19:00,R04C05,90.3,69.5,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R04C05,verify_soil_moisture_next_pass,send_irrigation_alert,R04C05 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-05 20:00,R04C04,69.3,69.2,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C04@(69.3,69.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-05 21:00,R04C03,48.6,69.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C03@(48.6,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-05 22:00,R04C02,28.6,69.1,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C02@(28.6,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-05 23:00,R04C01,9.2,69.4,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C01@(9.2,69.4); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 00:00,R01C01,10.2,9.9,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C01@(10.2,9.9); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 01:00,R01C02,31.1,10.4,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R01C02@(31.1,10.4); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R01C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-06 02:00,R01C03,51.5,10.8,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C03 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 03:00,R01C04,71.2,11.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 04:00,R01C05,90.3,11.0,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C05 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 05:00,R01C06,109.3,10.7,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R01C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 06:00,R02C06,108.6,30.3,很低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C06 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 07:00,R02C05,88.6,29.8,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C05@(88.6,29.8); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C05 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-06 08:00,R02C04,69.2,29.3,低,healthy,低,observe,routine_patrol,continue_patrol,low,continue_nominal_patrol,standard_periodic_sampling,none,R02C04 当前风险较低，保持常规巡检,normal_autonomy,ready
2026-08-06 09:00,R02C03,50.2,29.1,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C03@(50.2,29.1); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C03 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-06 10:00,R02C02,31.1,29.0,中,drought,中,hold,resample_before_action,resample_sensors,medium,"hold_position:R02C02@(31.1,29.0); repeat_sampling_pass",resample_soil_moisture; resample_temperature; capture_context_image,none,R02C02 中风险且不确定性为中，重新采样后再决策,blocked_until_sensor_resample,queued_for_resampling
2026-08-06 11:00,R02C01,11.5,29.2,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R02C01,verify_soil_moisture_next_pass,send_irrigation_alert,R02C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 12:00,R03C01,11.2,49.6,中高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C01,verify_soil_moisture_next_pass,send_irrigation_alert,R03C01 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 13:00,R03C02,30.3,50.1,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C02,verify_soil_moisture_next_pass,send_irrigation_alert,R03C02 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 14:00,R03C03,49.3,50.6,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C03,verify_soil_moisture_next_pass,send_irrigation_alert,R03C03 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 15:00,R03C04,68.6,50.9,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C04,verify_soil_moisture_next_pass,send_irrigation_alert,R03C04 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 16:00,R03C05,88.6,51.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R03C05@(88.6,51.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R03C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 17:00,R03C06,109.2,50.9,高,drought,低,execute,execute_recommended_action,irrigation_alert,high,continue_patrol_after_marking:R03C06,verify_soil_moisture_next_pass,send_irrigation_alert,R03C06 干旱风险可信，触发灌溉提醒,human_or_controller_confirmation_required_for_irrigation,ready
2026-08-06 18:00,R04C06,110.3,70.5,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C06@(110.3,70.5); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C06 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 19:00,R04C05,91.1,70.1,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C05@(91.1,70.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C05 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 20:00,R04C04,71.5,69.6,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C04@(71.5,69.6); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C04 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 21:00,R04C03,51.1,69.2,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C03@(51.1,69.2); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 22:00,R04C02,30.3,69.0,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C02@(30.3,69.0); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-06 23:00,R04C01,9.2,69.1,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R04C01@(9.2,69.1); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R04C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-07 00:00,R01C01,8.6,9.4,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C01@(8.6,9.4); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C01 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-07 01:00,R01C02,28.6,9.8,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C02@(28.6,9.8); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C02 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
2026-08-07 02:00,R01C03,49.3,10.3,中高,drought,中,hold,recheck_before_action,recheck_region,high,"navigate_to:R01C03@(49.3,10.3); slow_down; hold_safe_distance",capture_close_range_image; resample_environment_sensors,defer_field_actuation,R01C03 高风险但不确定性为中，先复查后再执行,blocked_until_recheck_confirms_state,queued_for_recheck
